poisonous_depvar,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_srfc_abv_ring,stalk_srfc_blw_ring,stalk_color_abv_ring,stalk_color_blw_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
0,f,f,n,0,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g
1,f,s,n,1,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g
0,x,s,n,0,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
0,x,f,n,0,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
0,x,f,e,1,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
0,f,f,n,0,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
0,x,f,w,0,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
0,f,s,g,0,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
0,f,f,w,0,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
0,f,s,y,1,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
0,f,f,w,1,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
0,f,f,n,0,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
0,x,f,n,1,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
0,x,y,g,1,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
0,x,f,n,1,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
0,x,f,n,0,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
0,x,f,g,1,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
0,x,f,n,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
0,x,f,g,0,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
0,x,f,n,1,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
0,x,s,n,0,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
0,b,y,w,1,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
0,x,y,e,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
0,f,s,n,0,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
0,x,f,e,1,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
0,f,y,n,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
0,x,s,g,0,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g
0,x,s,n,0,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
0,x,f,g,0,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
0,x,s,g,0,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
0,x,y,e,1,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
0,f,f,g,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
0,x,f,n,0,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
0,f,s,n,0,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
0,x,f,w,0,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
0,x,y,y,1,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
0,x,f,e,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
0,x,f,n,0,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
0,x,y,n,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
0,x,f,w,0,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
0,x,y,w,1,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
0,x,s,n,0,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
0,f,s,w,0,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g
0,f,f,n,1,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
0,f,f,w,0,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
0,x,f,g,1,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
0,x,f,n,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
0,x,f,w,0,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
0,x,s,w,1,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
0,f,s,g,0,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
1,f,y,n,1,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
0,f,f,g,0,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
0,x,f,n,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,f,w,0,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
0,x,y,n,1,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
1,f,s,n,1,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
0,f,s,g,0,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g
0,x,f,g,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
0,x,f,g,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
0,x,f,n,1,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
1,x,s,w,1,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
0,x,s,y,1,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
0,x,f,n,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
0,f,y,n,1,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
0,x,s,g,0,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
0,x,y,e,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
0,x,f,g,0,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
0,f,s,w,0,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
0,x,f,n,1,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
0,f,f,n,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
0,f,f,g,0,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
0,f,f,g,0,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
0,f,f,n,0,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
0,x,f,g,1,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
1,f,y,n,1,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
0,x,y,g,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
0,x,s,w,0,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
0,b,s,w,1,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
0,x,s,w,0,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
0,f,f,n,0,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
0,x,y,g,1,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
0,x,f,g,0,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
1,x,s,w,1,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g
0,x,s,n,0,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
0,x,y,g,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
0,x,y,n,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,f,e,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
0,x,f,e,1,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
0,x,f,e,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
1,x,s,w,1,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g
0,x,f,e,1,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
0,x,y,g,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
0,x,f,n,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d
0,x,y,e,1,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
0,x,y,g,1,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
0,x,f,e,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
0,f,y,e,1,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,f,n,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
0,f,y,g,1,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
0,x,f,g,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d
0,x,y,g,1,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
1,x,f,g,0,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
1,f,s,w,1,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
0,x,f,e,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,f,w,0,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
0,x,y,n,1,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
0,f,f,n,1,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
0,x,f,n,1,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
0,x,y,g,1,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
0,x,y,g,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
0,x,f,e,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
0,x,y,n,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
0,x,y,n,1,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
0,x,y,e,1,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
0,f,y,n,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
0,f,y,n,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,y,n,1,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
1,f,s,n,1,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
0,f,f,e,1,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
1,x,s,w,1,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
0,x,f,e,1,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
0,x,y,n,1,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
0,f,f,e,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
0,x,f,e,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
0,x,f,g,1,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
0,x,y,n,1,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d
0,f,f,n,1,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
0,x,f,e,1,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
0,x,f,n,1,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,y,n,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
0,f,f,n,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
0,x,f,e,1,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
0,x,y,e,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
0,x,f,g,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
0,x,y,g,1,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
0,x,y,g,1,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
0,f,f,n,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
1,x,f,g,0,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
0,x,y,g,1,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
0,x,y,n,1,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
0,x,y,e,1,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
0,f,y,n,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
0,x,f,n,1,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
0,x,s,g,0,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
0,x,y,e,1,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
0,x,y,e,1,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
0,x,f,g,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
0,x,s,w,0,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
0,x,f,n,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,f,n,1,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
0,f,y,g,1,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
1,x,s,p,0,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
0,x,y,n,1,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,y,n,1,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
0,x,y,n,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,y,n,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
0,x,f,e,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
0,f,f,n,1,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
0,x,f,e,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
0,x,f,e,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
0,x,f,w,0,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
0,x,y,g,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
0,x,y,g,1,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,f,e,1,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
0,f,y,e,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
0,f,y,g,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
0,f,f,g,0,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
1,x,f,g,0,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
0,x,f,e,1,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
0,x,y,e,1,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
1,f,s,w,1,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g
0,f,y,n,1,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
0,x,f,e,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
0,x,y,e,1,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
0,x,y,g,1,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
0,x,f,g,0,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
0,x,f,n,1,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
0,f,f,e,1,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
0,f,f,n,1,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
0,f,f,g,0,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
0,f,f,g,1,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,y,n,1,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
0,f,f,g,1,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
0,f,y,n,1,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,y,n,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
0,f,s,g,0,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
0,x,f,n,1,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
0,f,f,n,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
0,x,y,e,1,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
0,x,y,e,1,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
0,x,y,n,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
0,f,s,w,0,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
0,x,y,n,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
0,x,f,g,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
0,f,f,n,0,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
0,f,f,g,1,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
0,x,y,n,1,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
0,x,f,e,1,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
0,x,f,n,1,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
0,x,f,g,1,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
0,f,f,g,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
0,x,f,n,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
0,x,y,n,1,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
0,x,f,e,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
0,f,f,g,1,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
0,x,y,n,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
1,x,s,p,0,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
0,f,y,g,1,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
0,f,f,n,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
1,f,s,n,1,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
0,x,y,n,1,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
0,x,y,e,1,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
0,f,s,w,0,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
0,x,y,g,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
0,x,f,n,0,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
0,x,f,n,1,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
0,x,y,g,1,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
0,x,y,e,1,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
0,x,y,n,1,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
0,x,f,g,1,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
0,x,y,g,1,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
0,x,y,g,1,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
0,f,y,g,1,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
0,x,f,e,1,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
