age,date,workclass,education,educational_num,marital_status,race,gender,hours_per_week,income_depvar
55,01/01/10,Private,Doctorate,16,Married-civ-spouse,White,Male,40,1
51,01/01/10,State-gov,Doctorate,16,Divorced,White,Female,40,0
50,01/01/10,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40,0
47,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,65,0
42,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,1
48,01/01/10,Local-gov,Assoc-voc,11,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,0
61,01/01/10,?,7th-8th,4,Married-civ-spouse,White,Male,70,0
35,01/01/10,Self-emp-inc,Assoc-acdm,12,Never-married,White,Male,35,0
36,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
31,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
45,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,44,1
56,01/01/10,Private,11th,7,Divorced,White,Male,50,0
36,01/01/10,Private,Some-college,10,Never-married,White,Female,40,0
26,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,0
37,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,0
38,01/01/10,Private,Assoc-acdm,12,Never-married,White,Male,35,0
34,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
29,01/01/10,Private,Bachelors,13,Never-married,White,Female,40,0
37,01/01/10,Private,Some-college,10,Divorced,White,Female,25,0
52,01/01/10,Private,Some-college,10,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,0
20,01/01/10,Private,11th,7,Never-married,White,Female,32,0
43,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
33,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,40,0
63,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
67,01/01/10,Private,HS-grad,9,Divorced,White,Female,20,0
24,01/01/10,Private,Assoc-voc,11,Never-married,White,Male,40,0
29,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
37,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
54,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,60,0
66,01/01/10,?,HS-grad,9,Divorced,Black,Male,40,1
57,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,45,0
36,01/01/10,Local-gov,Assoc-voc,11,Divorced,White,Male,50,0
41,01/01/10,Private,Prof-school,15,Divorced,White,Male,45,1
48,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,45,0
24,01/01/10,Private,Bachelors,13,Never-married,White,Male,65,0
66,01/01/10,?,Assoc-voc,11,Married-civ-spouse,White,Male,45,0
29,01/01/10,Private,Some-college,10,Never-married,White,Female,60,0
44,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,20,0
45,01/01/10,Private,HS-grad,9,Divorced,White,Female,60,0
27,01/01/10,Private,Some-college,10,Never-married,Black,Female,40,0
36,01/01/10,Private,Bachelors,13,Married-civ-spouse,Black,Male,40,1
36,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,50,0
32,01/01/10,State-gov,Bachelors,13,Married-civ-spouse,White,Male,55,0
18,01/01/10,Private,HS-grad,9,Never-married,White,Female,20,0
39,01/01/10,Private,Assoc-voc,11,Divorced,White,Male,45,0
25,01/01/10,Private,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Female,40,0
26,01/01/10,Private,12th,8,Never-married,White,Male,40,0
63,01/01/10,State-gov,Prof-school,15,Married-civ-spouse,White,Male,40,1
50,01/01/10,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,45,0
47,01/01/10,Private,1st-4th,2,Married-civ-spouse,White,Male,40,0
17,01/01/10,Private,10th,6,Never-married,White,Female,15,0
46,01/01/10,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,40,1
34,01/01/10,Private,Some-college,10,Never-married,White,Female,70,0
26,01/01/10,Private,Bachelors,13,Never-married,White,Male,45,0
48,01/01/10,Local-gov,10th,6,Married-civ-spouse,White,Male,40,0
47,01/01/10,Private,Prof-school,15,Married-civ-spouse,White,Male,60,1
40,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
21,01/01/10,Private,Some-college,10,Never-married,White,Female,40,0
55,01/01/10,?,HS-grad,9,Divorced,White,Male,40,0
37,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
41,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,1
34,01/01/10,Private,HS-grad,9,Never-married,White,Male,35,0
47,01/01/10,Private,Some-college,10,Separated,White,Male,50,1
39,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,60,1
36,01/01/10,Private,Assoc-voc,11,Never-married,White,Male,40,0
29,01/01/10,Private,HS-grad,9,Never-married,Black,Female,40,0
46,01/01/10,Local-gov,HS-grad,9,Separated,Black,Female,40,0
77,01/01/10,Private,Assoc-voc,11,Divorced,White,Female,30,0
27,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,1
19,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
38,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Female,40,0
18,01/01/10,Private,11th,7,Never-married,White,Female,6,0
54,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,35,0
33,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
45,01/01/10,Self-emp-inc,Some-college,10,Separated,White,Male,40,0
28,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,1
26,01/01/10,Local-gov,Bachelors,13,Never-married,White,Male,43,0
26,01/01/10,Private,Bachelors,13,Never-married,White,Female,50,0
41,01/01/10,Private,HS-grad,9,Divorced,Black,Female,40,0
21,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
38,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,40,1
26,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,0
49,01/01/10,Private,Some-college,10,Separated,White,Male,50,0
26,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
43,01/01/10,Self-emp-inc,HS-grad,9,Never-married,White,Male,40,0
22,01/01/10,Private,Some-college,10,Never-married,White,Male,25,0
73,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,45,0
33,01/01/10,Private,5th-6th,3,Never-married,White,Male,35,0
25,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
36,01/01/10,Private,HS-grad,9,Married-spouse-absent,Black,Male,40,0
25,01/01/10,?,Some-college,10,Never-married,Other,Female,42,0
42,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,45,0
54,01/01/10,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,16,0
33,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,55,1
79,01/01/10,Private,Bachelors,13,Never-married,White,Female,40,0
48,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
52,01/01/10,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,45,0
23,01/01/10,State-gov,HS-grad,9,Never-married,White,Male,38,0
25,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
54,01/01/10,Private,Some-college,10,Divorced,White,Female,40,0
47,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,1
21,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,16,0
45,01/01/10,Federal-gov,Masters,14,Married-civ-spouse,White,Male,40,1
22,01/01/10,Local-gov,Bachelors,13,Never-married,White,Male,40,0
27,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
51,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,0
56,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Female,60,1
31,01/01/10,Private,HS-grad,9,Never-married,White,Male,50,0
59,01/01/10,?,Some-college,10,Married-civ-spouse,White,Female,12,1
36,01/01/10,Private,Masters,14,Divorced,White,Male,50,1
46,01/01/10,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,48,1
24,01/01/10,Private,Bachelors,13,Divorced,White,Female,40,0
47,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
29,01/01/10,Private,Bachelors,13,Never-married,Black,Male,40,0
34,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,48,1
26,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,42,1
19,01/01/10,Private,11th,7,Never-married,White,Male,25,0
42,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,40,1
56,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,30,0
42,01/01/10,Private,HS-grad,9,Divorced,White,Female,30,0
35,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
43,01/01/10,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,45,1
17,01/01/10,Private,HS-grad,9,Never-married,White,Female,15,0
38,01/01/10,Federal-gov,Assoc-voc,11,Never-married,White,Female,40,0
33,01/01/10,Private,Assoc-voc,11,Never-married,White,Female,40,0
20,01/01/10,Private,HS-grad,9,Never-married,Amer-Indian-Eskimo,Female,40,0
48,01/01/10,Private,HS-grad,9,Divorced,White,Female,44,0
38,01/01/10,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,0
46,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
72,01/01/10,Private,Some-college,10,Widowed,White,Female,6,0
30,01/01/10,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,40,0
31,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
29,01/01/10,Private,Some-college,10,Never-married,Black,Male,40,0
83,01/01/10,Self-emp-not-inc,11th,7,Never-married,White,Male,20,0
61,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,1
42,01/01/10,Self-emp-not-inc,Masters,14,Divorced,White,Female,32,0
23,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
20,01/01/10,Local-gov,Some-college,10,Never-married,White,Female,18,0
42,01/01/10,State-gov,HS-grad,9,Never-married,White,Female,38,0
27,01/01/10,Federal-gov,HS-grad,9,Never-married,White,Male,20,0
44,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,50,1
62,01/01/10,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,40,0
66,01/01/10,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,60,1
22,01/01/10,?,Bachelors,13,Never-married,White,Female,23,0
32,01/01/10,Private,HS-grad,9,Divorced,White,Female,45,0
30,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
43,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40,1
56,01/01/10,State-gov,Assoc-acdm,12,Never-married,White,Female,45,0
64,01/01/10,Private,5th-6th,3,Married-civ-spouse,Black,Male,40,0
31,01/01/10,Private,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,30,0
46,01/01/10,Private,Some-college,10,Separated,White,Female,55,0
45,01/01/10,Private,HS-grad,9,Divorced,White,Female,32,0
41,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
52,01/01/10,Federal-gov,HS-grad,9,Never-married,White,Male,48,1
19,01/01/10,Private,HS-grad,9,Never-married,White,Female,30,0
34,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
57,01/01/10,Self-emp-inc,Bachelors,13,Divorced,White,Male,50,1
30,01/01/10,Private,9th,5,Divorced,White,Female,38,0
39,01/01/10,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,60,1
41,01/01/10,Local-gov,Bachelors,13,Divorced,Black,Male,40,0
21,01/01/10,?,Some-college,10,Never-married,White,Female,25,0
31,01/01/10,Private,Some-college,10,Never-married,Black,Female,50,0
39,01/01/10,Private,Bachelors,13,Divorced,White,Male,55,1
20,01/01/10,Private,11th,7,Never-married,White,Male,36,0
26,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,1
36,01/01/10,Private,HS-grad,9,Separated,White,Male,40,0
29,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,0
24,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,60,0
28,01/01/10,State-gov,Bachelors,13,Never-married,White,Female,70,0
36,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,35,0
42,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
18,01/01/10,?,HS-grad,9,Never-married,White,Male,40,0
34,01/01/10,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,1
27,01/01/10,Private,Bachelors,13,Married-AF-spouse,White,Female,40,0
39,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,60,1
50,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,44,0
26,01/01/10,Private,Prof-school,15,Never-married,White,Male,40,1
52,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,60,1
32,01/01/10,Private,Assoc-acdm,12,Never-married,Black,Male,48,0
19,01/01/10,Private,Some-college,10,Never-married,White,Male,30,0
36,01/01/10,Private,11th,7,Married-civ-spouse,White,Male,60,0
28,01/01/10,Private,Some-college,10,Never-married,White,Male,55,0
45,01/01/10,Private,Bachelors,13,Divorced,White,Male,45,1
25,01/01/10,Private,Assoc-acdm,12,Divorced,White,Female,32,0
42,01/01/10,Private,Assoc-acdm,12,Never-married,White,Male,40,0
24,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
55,01/01/10,Self-emp-not-inc,9th,5,Married-civ-spouse,White,Male,30,0
59,01/01/10,State-gov,Prof-school,15,Married-civ-spouse,Asian-Pac-Islander,Male,40,1
31,01/01/10,Private,Some-college,10,Divorced,White,Female,40,0
28,01/01/10,Private,12th,8,Married-civ-spouse,White,Male,40,0
30,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,0
19,01/01/10,Private,Some-college,10,Never-married,White,Female,10,0
22,01/01/10,Private,HS-grad,9,Never-married,Black,Male,40,0
20,01/01/10,Private,10th,6,Never-married,White,Male,30,0
50,01/01/10,Self-emp-not-inc,11th,7,Divorced,White,Male,40,0
23,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,0
19,01/01/10,Private,11th,7,Never-married,White,Male,40,0
19,01/01/10,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Male,30,0
22,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,55,0
21,01/01/10,Private,Some-college,10,Never-married,White,Male,25,0
53,01/01/10,Private,Masters,14,Married-civ-spouse,Asian-Pac-Islander,Male,40,1
46,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
20,01/01/10,Private,HS-grad,9,Never-married,Black,Male,40,0
42,01/01/10,State-gov,Masters,14,Divorced,White,Female,40,0
65,01/01/10,Private,Masters,14,Never-married,White,Male,60,0
55,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
18,01/01/10,Private,HS-grad,9,Never-married,White,Male,18,0
33,01/01/10,Local-gov,HS-grad,9,Married-civ-spouse,Black,Male,40,0
33,01/01/10,?,HS-grad,9,Married-civ-spouse,White,Male,21,0
21,01/01/10,Private,10th,6,Divorced,Amer-Indian-Eskimo,Male,40,0
47,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,40,0
26,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
34,01/01/10,Private,HS-grad,9,Divorced,White,Male,40,0
22,01/01/10,Private,HS-grad,9,Married-spouse-absent,White,Female,40,0
61,01/01/10,Private,11th,7,Widowed,White,Female,40,0
79,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,7,0
18,01/01/10,Private,12th,8,Never-married,Black,Male,20,0
39,01/01/10,State-gov,Some-college,10,Never-married,Black,Female,40,0
49,01/01/10,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,45,0
31,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
47,01/01/10,Private,11th,7,Never-married,White,Male,40,0
36,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50,1
25,01/01/10,Private,HS-grad,9,Never-married,Black,Male,45,0
50,01/01/10,Local-gov,Masters,14,Divorced,White,Female,65,0
41,01/01/10,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,40,0
18,01/01/10,Private,Some-college,10,Never-married,White,Female,20,0
38,01/01/10,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40,1
38,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,1
37,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,1
19,01/01/10,Private,Some-college,10,Never-married,White,Female,15,0
22,01/01/10,Private,HS-grad,9,Never-married,White,Female,15,0
19,01/01/10,Private,Some-college,10,Never-married,White,Female,75,0
56,01/01/10,Private,Some-college,10,Divorced,White,Male,40,0
20,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Female,30,0
52,01/01/10,Local-gov,Assoc-voc,11,Married-civ-spouse,White,Male,25,0
35,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
29,01/01/10,Private,HS-grad,9,Never-married,White,Male,56,0
23,01/01/10,Private,Some-college,10,Never-married,White,Female,36,0
33,01/01/10,State-gov,Some-college,10,Married-civ-spouse,White,Female,40,0
17,01/01/10,Private,5th-6th,3,Never-married,White,Male,30,0
36,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,40,0
21,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
19,01/01/10,?,Some-college,10,Never-married,White,Female,10,0
28,01/01/10,Private,11th,7,Never-married,White,Female,20,0
19,01/01/10,Private,Some-college,10,Never-married,White,Female,12,0
51,01/01/10,Private,HS-grad,9,Divorced,White,Male,50,0
38,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Female,30,0
19,01/01/10,Private,Some-college,10,Never-married,White,Male,35,0
46,01/01/10,Self-emp-inc,Assoc-voc,11,Divorced,White,Female,70,1
42,01/01/10,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,70,0
19,01/01/10,Private,12th,8,Never-married,White,Male,25,0
29,01/01/10,Private,HS-grad,9,Separated,White,Male,55,0
39,01/01/10,Private,Masters,14,Married-civ-spouse,White,Male,45,1
21,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
30,01/01/10,Private,HS-grad,9,Divorced,White,Male,40,0
38,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,48,0
47,01/01/10,Private,HS-grad,9,Never-married,White,Female,40,0
34,01/01/10,Private,5th-6th,3,Married-civ-spouse,Other,Male,40,0
46,01/01/10,Private,HS-grad,9,Divorced,White,Male,40,0
20,01/01/10,State-gov,HS-grad,9,Never-married,White,Female,24,0
46,01/01/10,Self-emp-not-inc,Prof-school,15,Never-married,White,Male,99,1
50,01/01/10,Private,Preschool,1,Never-married,Black,Female,40,0
50,01/01/10,?,5th-6th,3,Married-civ-spouse,White,Male,40,0
35,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
32,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
22,01/01/10,Private,Some-college,10,Never-married,White,Female,25,0
37,01/01/10,Private,9th,5,Married-civ-spouse,White,Male,16,0
25,01/01/10,Private,HS-grad,9,Divorced,White,Male,10,0
38,01/01/10,Local-gov,Masters,14,Separated,White,Female,40,0
39,01/01/10,Federal-gov,Bachelors,13,Never-married,Black,Male,40,0
22,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
25,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,45,1
18,01/01/10,?,Some-college,10,Never-married,White,Female,40,0
25,01/01/10,Local-gov,Bachelors,13,Married-civ-spouse,White,Female,50,0
65,01/01/10,State-gov,HS-grad,9,Widowed,White,Female,20,0
72,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,30,0
25,01/01/10,State-gov,Bachelors,13,Married-civ-spouse,White,Female,38,0
22,01/01/10,Private,Some-college,10,Never-married,White,Female,40,0
36,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,1
27,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
33,01/01/10,Self-emp-inc,Bachelors,13,Never-married,White,Female,40,0
28,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
30,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,40,1
24,01/01/10,Private,Some-college,10,Never-married,White,Female,37,0
26,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
38,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,0
20,01/01/10,Private,5th-6th,3,Never-married,White,Male,40,0
38,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,1
75,01/01/10,Private,HS-grad,9,Married-spouse-absent,White,Male,40,0
35,01/01/10,Private,Some-college,10,Divorced,White,Female,32,0
50,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
23,01/01/10,Self-emp-not-inc,11th,7,Never-married,White,Male,40,0
74,01/01/10,Private,HS-grad,9,Widowed,White,Female,12,0
38,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,1
43,01/01/10,Private,HS-grad,9,Divorced,White,Female,60,0
53,01/01/10,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,40,1
21,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
33,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
21,01/01/10,?,Some-college,10,Never-married,White,Female,40,0
55,01/01/10,Private,1st-4th,2,Never-married,White,Male,40,0
23,01/01/10,Local-gov,Bachelors,13,Never-married,White,Female,10,0
49,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
62,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40,1
17,01/01/10,Private,11th,7,Never-married,White,Male,17,0
25,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,50,0
33,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50,0
34,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,55,0
20,01/01/10,Private,Some-college,10,Never-married,White,Male,40,0
52,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,40,0
31,01/01/10,Private,10th,6,Married-civ-spouse,White,Male,50,0
35,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
28,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,0
31,01/01/10,Private,Bachelors,13,Never-married,White,Male,40,0
36,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,48,0
17,01/01/10,Private,10th,6,Never-married,Amer-Indian-Eskimo,Male,20,0
27,01/01/10,Private,HS-grad,9,Divorced,White,Female,32,0
38,01/01/10,Federal-gov,Some-college,10,Married-civ-spouse,White,Male,40,1
38,01/01/10,Private,9th,5,Married-civ-spouse,White,Male,40,0
44,01/01/10,Private,HS-grad,9,Married-civ-spouse,Black,Male,52,1
41,01/01/10,State-gov,Some-college,10,Married-civ-spouse,Black,Male,40,0
30,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,0
20,01/01/10,Private,Some-college,10,Never-married,White,Female,20,0
70,01/01/10,?,Doctorate,16,Married-civ-spouse,White,Male,2,1
39,01/01/10,Self-emp-not-inc,Masters,14,Never-married,White,Male,60,1
37,01/01/10,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,99,0
63,01/01/10,Private,Bachelors,13,Divorced,White,Female,10,0
18,01/01/10,Private,11th,7,Never-married,White,Female,12,0
21,01/01/10,Private,Some-college,10,Never-married,Black,Male,20,0
34,01/01/10,Private,Masters,14,Married-civ-spouse,White,Female,40,1
17,01/01/10,Private,12th,8,Never-married,White,Male,25,0
32,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,50,1
37,01/01/10,Local-gov,HS-grad,9,Separated,White,Female,40,0
28,01/01/10,Private,HS-grad,9,Never-married,White,Male,38,0
20,01/01/10,Private,Some-college,10,Never-married,White,Female,25,0
29,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,50,0
32,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,40,1
27,01/01/10,Private,Some-college,10,Never-married,White,Female,40,0
44,01/01/10,Local-gov,Masters,14,Divorced,White,Female,38,0
25,01/01/10,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Male,40,0
38,01/01/10,Self-emp-not-inc,11th,7,Married-civ-spouse,White,Male,60,0
52,01/01/10,Private,10th,6,Widowed,White,Female,40,0
68,01/01/10,Local-gov,Prof-school,15,Married-civ-spouse,White,Male,35,1
55,01/01/10,Private,7th-8th,4,Widowed,White,Female,30,0
41,01/01/10,Private,HS-grad,9,Divorced,White,Male,50,0
36,01/01/10,Private,11th,7,Widowed,White,Female,40,0
35,01/01/10,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,48,0
62,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,45,0
32,01/01/10,Private,Some-college,10,Never-married,Black,Female,40,0
57,01/01/10,Self-emp-not-inc,Bachelors,13,Divorced,White,Male,60,1
42,01/01/10,Private,Bachelors,13,Divorced,Black,Female,20,1
47,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Female,40,1
34,01/01/10,Private,11th,7,Never-married,White,Female,30,0
19,01/01/10,Private,HS-grad,9,Never-married,Black,Male,40,0
36,01/01/10,Private,11th,7,Married-civ-spouse,White,Male,40,0
37,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,1
57,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,40,1
43,01/01/10,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40,1
51,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,50,1
48,01/01/10,Local-gov,Masters,14,Separated,White,Male,50,0
50,01/01/10,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,20,0
28,01/01/10,State-gov,Bachelors,13,Never-married,Other,Female,40,0
26,01/01/10,Private,HS-grad,9,Never-married,Black,Male,40,0
35,01/01/10,Private,Assoc-acdm,12,Divorced,Black,Female,50,0
26,01/01/10,Private,HS-grad,9,Married-civ-spouse,Black,Female,40,0
32,01/01/10,Private,Masters,14,Never-married,White,Female,40,0
37,01/01/10,Private,11th,7,Never-married,Black,Female,40,0
24,01/01/10,?,HS-grad,9,Never-married,Black,Female,40,0
73,01/01/10,?,Masters,14,Married-civ-spouse,White,Female,16,1
25,01/01/10,Private,Some-college,10,Never-married,White,Female,45,0
31,01/01/10,Private,HS-grad,9,Never-married,White,Male,38,0
20,01/01/10,Private,HS-grad,9,Never-married,White,Male,40,0
26,01/01/10,Private,Bachelors,13,Never-married,White,Female,40,0
26,01/01/10,Private,11th,7,Married-civ-spouse,White,Female,36,0
43,01/01/10,Private,Bachelors,13,Married-civ-spouse,White,Male,48,1
61,01/01/10,State-gov,HS-grad,9,Married-spouse-absent,White,Female,60,0
34,01/01/10,Private,Bachelors,13,Never-married,White,Female,50,0
43,01/01/10,Private,HS-grad,9,Married-civ-spouse,White,Male,55,0
33,01/01/10,Private,Some-college,10,Married-civ-spouse,White,Male,50,1
42,01/01/10,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,White,Male,52,1
42,01/01/10,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,40,0
18,01/01/10,Private,HS-grad,9,Never-married,White,Male,30,0
48,01/01/10,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,0
41,01/01/10,Local-gov,Bachelors,13,Married-civ-spouse,White,Female,52,0
47,01/01/10,Private,Some-college,10,Separated,White,Male,65,1
50,01/01/10,Local-gov,Some-college,10,Widowed,White,Female,35,0
